file_path	line_number	line_content	integration_type	gemini_is_integration	gemini_direction	gemini_reason	bge_is_integration	bge_direction	bge_nearest_score	claude_is_integration	claude_direction	claude_reason	all_agree	agreement_pattern
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	7027	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.668	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	12626	case CACHE:	caching	False	not_integration	The 'case CACHE' statement is part of the parsing logic for the SQL grammar, handling the 'CACHE' ke	False	not_integration	0.659	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	12717	case DATABASE:	database	False	not_integration	The 'case DATABASE' statement is part of the parsing logic for the SQL grammar, handling the 'DATABA	False	not_integration	0.659	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	17348	while (_la==CACHE || _la==CYCLE || _la==INCREMENT || ((((_la - 434)) & ~0x3f) == 0 && ((1L << (_la - 434)) & -9223372034707291135L) != 0) || _la==RESTART || _la==COMMACHAR || _la==COMMASEPARATORDB2) {	caching	False	not_integration	The 'CACHE' keyword is used in the parsing logic for an ALTER SEQUENCE SQL statement, defining datab	False	not_integration	0.684	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	17389	public TerminalNode CACHE() { return getToken(Db2SqlParser.CACHE, 0); }	caching	False	not_integration	This method provides access to a grammar token 'CACHE' within the parser, not an actual interaction 	False	not_integration	0.684	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	17524	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	17530	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	21230	while (_la==CACHE || _la==CYCLE || _la==INCREMENT || ((((_la - 444)) & ~0x3f) == 0 && ((1L << (_la - 444)) & 9007199256838145L) != 0) || _la==START || _la==COMMACHAR || _la==COMMASEPARATORDB2) {	caching	False	not_integration	The 'CACHE' keyword is used in the parsing logic for AS IDENTITY clauses in SQL, defining database t	False	not_integration	0.697	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	21281	public TerminalNode CACHE() { return getToken(Db2SqlParser.CACHE, 0); }	caching	False	not_integration	This method provides access to a grammar token 'CACHE' within the parser, not an actual interaction 	False	not_integration	0.684	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	21369	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	21375	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	22611	public List<TerminalNode> CACHE() { return getTokens(Db2SqlParser.CACHE); }	caching	False	not_integration	This method provides access to a grammar token 'CACHE' within the parser, not an actual interaction 	False	not_integration	0.681	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	22612	public TerminalNode CACHE(int i) {	caching	False	not_integration	This method provides access to a grammar token 'CACHE' within the parser, not an actual interaction 	False	not_integration	0.663	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	22613	return getToken(Db2SqlParser.CACHE, i);	caching	False	not_integration	This line returns a grammar token 'CACHE' within the parser, not indicating an actual interaction wi	False	not_integration	0.685	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	22738	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	22744	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	31101	public TerminalNode DATABASE() { return getToken(Db2SqlParser.DATABASE, 0); }	database	False	not_integration	This method provides access to a grammar token 'DATABASE' within the parser, not an actual interacti	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	31188	match(DATABASE);	database	False	not_integration	This line is part of the parsing logic, matching the 'DATABASE' keyword within a SQL statement, not 	True	outward	0.744	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	37134	while (_la==AS || _la==CACHE || _la==CYCLE || _la==INCREMENT || ((((_la - 434)) & ~0x3f) == 0 && ((1L << (_la - 434)) & -9223372034707291135L) != 0) || _la==START) {	caching	False	not_integration	The 'CACHE' keyword is used in the parsing logic for a CREATE SEQUENCE SQL statement, defining datab	False	not_integration	0.674	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	37182	public TerminalNode CACHE() { return getToken(Db2SqlParser.CACHE, 0); }	caching	False	not_integration	This method provides access to a grammar token 'CACHE' within the parser, not an actual interaction 	False	not_integration	0.684	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	37348	case CACHE:	caching	False	not_integration	The 'case CACHE' statement is part of the parsing logic for the SQL grammar, handling the 'CACHE' ke	False	not_integration	0.651	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	37351	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	37361	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	41123	public TerminalNode DATABASE() { return getToken(Db2SqlParser.DATABASE, 0); }	database	False	not_integration	This method provides access to a grammar token 'DATABASE' within the parser, not an actual interacti	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	41185	match(DATABASE);	database	False	not_integration	This line is part of the parsing logic for an 'IN DATABASE' clause, specifying the location of a dat	True	outward	0.744	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	46153	while (_la==CACHE || _la==CYCLE || _la==INCREMENT || ((((_la - 434)) & ~0x3f) == 0 && ((1L << (_la - 434)) & 2147484673L) != 0) || _la==START || _la==COMMACHAR || _la==COMMASEPARATORDB2) {	caching	False	not_integration	The 'CACHE' keyword is used in the parsing logic for GENERATED AS IDENTITY clauses in SQL, defining 	False	not_integration	0.694	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	47281	public TerminalNode CACHE() { return getToken(Db2SqlParser.CACHE, 0); }	caching	False	not_integration	This method provides access to a grammar token 'CACHE' within the parser, not an actual interaction 	False	not_integration	0.684	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	47342	if ( !(_la==CACHE || _la==MAXVALUE || _la==MINVALUE) ) {	caching	False	not_integration	The 'CACHE' keyword is used in the parsing logic for identity column options in SQL, defining databa	True	outward	0.705	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	47387	match(CACHE);	caching	False	not_integration	This line is part of the parsing logic, matching the 'CACHE' keyword within a SQL statement, not int	True	outward	0.769	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	49657	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.653	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	49748	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.653	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	51063	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.645	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	51154	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.645	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	52380	case DATABASE:	database	False	not_integration	This line is part of generated parser code for a SQL grammar, specifically handling the 'DATABASE' k	False	not_integration	0.688	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	52705	public TerminalNode DATABASE() { return getToken(Db2SqlParser.DATABASE, 0); }	database	False	not_integration	This method provides access to a grammar token 'DATABASE' within the parser, not an actual interacti	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	52735	match(DATABASE);	database	False	not_integration	This line is part of the parsing logic, matching the 'DATABASE' keyword within a SQL statement, not 	True	outward	0.744	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	54485	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.640	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	54576	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.640	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	55353	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.642	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	55444	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.642	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	56219	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.646	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	56310	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.646	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	57025	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.691	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	57116	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.691	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	58737	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.681	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	58828	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.681	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	59897	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.671	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	59988	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.671	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	60795	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.643	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	60886	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.643	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	62163	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.653	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	62254	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.653	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	63886	public TerminalNode DATABASE() { return getToken(Db2SqlParser.DATABASE, 0); }	database	False	not_integration	This method provides access to a grammar token 'DATABASE' within the parser, not an actual interacti	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	63956	match(DATABASE);	database	False	not_integration	This line is part of the parsing logic, matching the 'DATABASE' keyword within a SQL statement, not 	True	outward	0.744	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	64175	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.653	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	64266	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.653	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	67876	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.644	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	67967	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.644	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	70508	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	70599	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	71468	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.655	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	71559	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.655	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	74019	public TerminalNode DATABASE() { return getToken(Db2SqlParser.DATABASE, 0); }	database	False	not_integration	This method provides access to a grammar token 'DATABASE' within the parser, not an actual interacti	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	74086	match(DATABASE);	database	False	not_integration	This line is part of the parsing logic, matching the 'DATABASE' keyword within a SQL statement, not 	True	outward	0.744	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	74409	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.655	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	74500	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.655	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	81641	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.654	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	81732	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.654	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	84226	case CACHE:	caching	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.665	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	84317	case DATABASE:	database	False	not_integration	The line is not present in the provided file excerpt and is likely a false positive from truncation.	False	not_integration	0.665	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	86255	public TerminalNode DATABASE() { return getToken(Db2SqlParser.DATABASE, 0); }	database	False	not_integration	This method provides access to a grammar token 'DATABASE' within the parser, not an actual interacti	False	not_integration	0.670	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	86322	case DATABASE:	database	False	not_integration	This line is part of generated parser code for a SQL grammar, specifically handling the 'DATABASE' k	True	outward	0.703	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/engine/gen/org/eclipse/lsp/cobol/implicitDialects/sql/Db2SqlParser.java	86325	match(DATABASE);	database	False	not_integration	This line is part of the parsing logic, matching the 'DATABASE' keyword within a SQL statement, not 	True	outward	0.744	False	not_integration	Generated parser code (ANTLR/Db2SqlParser)	False	N-I-N
